n, rho12, rho13, rho14 rho23, rho24, rho34
4 0.340161 0.343500 0.523470 0.698376 0.535242 0.436779
5 0.303360 0.312917 0.531252 0.626545 0.492518 0.386449
7 0.259621 0.272146 0.568962 0.525442 0.438832 0.313183
9 0.259103 0.273749 0.631890 0.491869 0.427505 0.297832
11 0.276344 0.297844 0.694850 0.492292 0.433992 0.314271
13 0.300677 0.332622 0.746599 0.510549 0.449202 0.346886
16 0.341737 0.391280 0.801892 0.553280 0.479910 0.407396
20 0.394201 0.465539 0.847681 0.614264 0.522949 0.487299
23 0.428794 0.513760 0.870271 0.656448 0.552283 0.540189
28 0.474207 0.575523 0.895923 0.713734 0.590802 0.608144
33 0.505194 0.616075 0.912757 0.753536 0.616402 0.652643
38 0.526494 0.643131 0.924198 0.782592 0.633706 0.682960
45 0.546043 0.667180 0.934571 0.812943 0.649389 0.711145
52 0.557275 0.680530 0.940919 0.833783 0.658175 0.727899
60 0.564425 0.688383 0.945307 0.850374 0.663808 0.739158
69 0.568790 0.691943 0.948075 0.863653 0.667631 0.746150
79 0.571905 0.692459 0.949542 0.874521 0.671105 0.750184
91 0.575588 0.690929 0.949959 0.884543 0.676028 0.752651
104 0.580581 0.688257 0.949431 0.893247 0.682995 0.754150
119 0.587435 0.684892 0.948066 0.901481 0.692712 0.755483
135 0.595269 0.681654 0.946029 0.908704 0.704086 0.757149
154 0.604670 0.678872 0.943152 0.915631 0.717879 0.759839
174 0.614454 0.677502 0.939873 0.921324 0.732009 0.763596
198 0.625896 0.678004 0.935785 0.926353 0.747971 0.769262
223 0.637990 0.681197 0.931487 0.929920 0.763673 0.776504
252 0.653040 0.688387 0.926687 0.932552 0.781195 0.786484
285 0.671334 0.700148 0.921762 0.934332 0.800168 0.799085
321 0.690951 0.714986 0.917111 0.935382 0.818717 0.812752
362 0.710542 0.731453 0.912518 0.935795 0.836015 0.826441
407 0.727628 0.747025 0.908098 0.935492 0.850336 0.838327
457 0.742351 0.761256 0.903767 0.934489 0.862239 0.848363
513 0.755590 0.774596 0.899642 0.932804 0.872612 0.856927
575 0.767277 0.786751 0.895883 0.930483 0.881581 0.863776
645 0.776996 0.797009 0.892335 0.927459 0.889045 0.868387
723 0.784032 0.804478 0.888705 0.923781 0.894768 0.870397
809 0.788346 0.809311 0.884963 0.919652 0.898726 0.870185
905 0.789841 0.811925 0.880721 0.915127 0.901244 0.868607
1011 0.788897 0.812590 0.875823 0.910334 0.902955 0.866536
1130 0.785456 0.811291 0.869985 0.905326 0.904203 0.864212
1261 0.779991 0.808855 0.863483 0.900508 0.905353 0.862161
1407 0.772559 0.806146 0.856758 0.896215 0.906392 0.860738
1570 0.763748 0.803576 0.850099 0.892838 0.907416 0.860384
1750 0.754493 0.801488 0.843473 0.890755 0.908488 0.861391
1950 0.745647 0.800092 0.836878 0.890389 0.909681 0.863852
