n, rho12, rho13, rho14 rho23, rho24, rho34
4 0.269842 0.259639 0.401944 0.637637 0.449528 0.342713
5 0.240371 0.228375 0.419041 0.555392 0.416494 0.292018
7 0.212197 0.190738 0.470655 0.445240 0.384619 0.223960
9 0.218734 0.194088 0.542977 0.405444 0.387387 0.211757
11 0.236354 0.217309 0.616121 0.397225 0.399610 0.227582
13 0.257405 0.249715 0.678748 0.405793 0.415224 0.257975
16 0.290841 0.304507 0.747982 0.437668 0.441963 0.315483
20 0.334092 0.377721 0.806442 0.497238 0.478645 0.396232
23 0.363677 0.429022 0.835030 0.544803 0.504258 0.453136
28 0.403796 0.499789 0.867232 0.611476 0.538357 0.530032
33 0.430958 0.550256 0.888595 0.656315 0.559796 0.582814
38 0.448837 0.586544 0.903720 0.688177 0.572418 0.620328
45 0.464519 0.622673 0.918218 0.721749 0.582313 0.658423
52 0.472890 0.646402 0.927675 0.744579 0.586987 0.684526
60 0.477270 0.664000 0.934675 0.762926 0.589128 0.705313
69 0.479077 0.675941 0.939577 0.777689 0.590224 0.721073
79 0.480374 0.683051 0.942711 0.789966 0.592227 0.732331
91 0.483458 0.686776 0.944422 0.801601 0.597371 0.740640
104 0.489932 0.687954 0.944778 0.812242 0.606354 0.746098
119 0.500896 0.688064 0.944064 0.822783 0.619862 0.750279
135 0.515001 0.687576 0.942484 0.832080 0.636226 0.753331
154 0.532141 0.686270 0.939931 0.840340 0.655770 0.755433
174 0.548445 0.683980 0.936725 0.845982 0.674778 0.756107
198 0.564574 0.679883 0.932369 0.849445 0.694713 0.755111
223 0.578024 0.674673 0.927494 0.850334 0.712429 0.752691
252 0.590824 0.668706 0.921840 0.849186 0.729739 0.749185
285 0.603036 0.663188 0.915866 0.846172 0.745768 0.745149
321 0.614118 0.659001 0.910063 0.841553 0.759256 0.740778
362 0.623789 0.655669 0.904159 0.835065 0.770157 0.735557
407 0.630706 0.652825 0.898069 0.826715 0.777744 0.729317
457 0.634775 0.650462 0.891372 0.816339 0.782501 0.721891
513 0.635914 0.648743 0.883414 0.803453 0.785020 0.713018
575 0.633544 0.647627 0.873749 0.787801 0.785591 0.702561
645 0.627587 0.647308 0.862079 0.768867 0.784325 0.690027
723 0.618407 0.648034 0.848753 0.746785 0.781229 0.675205
809 0.606024 0.649706 0.834798 0.721999 0.775857 0.658069
905 0.589501 0.652340 0.820413 0.694276 0.767260 0.638825
1011 0.569382 0.655030 0.806211 0.663816 0.755120 0.617575
1130 0.545009 0.656458 0.791811 0.629789 0.739205 0.593880
1261 0.517196 0.656254 0.778031 0.593902 0.719743 0.568490
1407 0.489678 0.657242 0.765285 0.559291 0.698897 0.544843
1570 0.467105 0.661902 0.753834 0.530885 0.678918 0.526735
1750 0.453607 0.669622 0.745153 0.514226 0.662161 0.516888
1950 0.453858 0.679745 0.740928 0.513656 0.652719 0.518140
