n col_12 col_13 col_14 col_23 col_24 col_34
4 0.390218 0.405996 0.484884 0.829083 0.597366 0.484527
5 0.396233 0.412996 0.519832 0.818458 0.609132 0.494937
7 0.420060 0.434453 0.590888 0.810053 0.633176 0.517678
9 0.452117 0.462814 0.659011 0.812746 0.653879 0.540764
11 0.480963 0.490326 0.716126 0.820963 0.668123 0.561123
13 0.502520 0.513713 0.759263 0.831640 0.676961 0.578712
16 0.524862 0.541359 0.803953 0.848016 0.684933 0.600645
20 0.546832 0.569427 0.841005 0.865610 0.693189 0.623568
23 0.560656 0.586103 0.858142 0.874988 0.699596 0.637089
28 0.578616 0.607111 0.874373 0.885344 0.710063 0.654012
33 0.590410 0.620979 0.881655 0.891464 0.718815 0.665245
38 0.597771 0.629677 0.884155 0.895012 0.725413 0.672272
45 0.602498 0.635922 0.882805 0.897131 0.731204 0.676755
52 0.601714 0.636661 0.877684 0.896457 0.733111 0.675599
60 0.595819 0.632585 0.868957 0.893093 0.731274 0.668740
69 0.585899 0.624661 0.857361 0.887604 0.725997 0.656986
79 0.574268 0.615064 0.843898 0.881031 0.718924 0.642816
91 0.562600 0.605309 0.828265 0.873750 0.711787 0.627904
104 0.553343 0.597406 0.812722 0.867011 0.706876 0.615504
119 0.545540 0.590698 0.796564 0.860645 0.704562 0.605978
135 0.539885 0.585843 0.781653 0.855709 0.705802 0.601651
154 0.535698 0.582528 0.767515 0.852292 0.711105 0.603520
174 0.532401 0.580611 0.755754 0.850579 0.719012 0.611070
198 0.528688 0.579305 0.743863 0.850315 0.729357 0.624332
223 0.524350 0.577888 0.731891 0.850944 0.739411 0.638981
252 0.518319 0.575337 0.716939 0.851139 0.749200 0.653152
285 0.510757 0.571492 0.698666 0.849845 0.757928 0.664617
321 0.501923 0.566533 0.678388 0.847318 0.764971 0.673835
362 0.491408 0.560503 0.655964 0.844225 0.770545 0.682916
407 0.480572 0.554081 0.632590 0.840589 0.774606 0.691048
457 0.470906 0.547932 0.608623 0.835857 0.777731 0.697514
513 0.464286 0.543329 0.585377 0.830338 0.780320 0.703353
575 0.462847 0.541652 0.565237 0.824242 0.782498 0.708691
645 0.467008 0.542880 0.549675 0.816962 0.784303 0.712971
723 0.475164 0.545629 0.539116 0.808306 0.785385 0.715675
809 0.484117 0.547241 0.531448 0.798294 0.785250 0.716510
905 0.493207 0.546643 0.524842 0.788157 0.784482 0.716280
1011 0.502799 0.544116 0.518484 0.779689 0.784086 0.715491
1130 0.513729 0.540237 0.510323 0.772957 0.783739 0.712508
1261 0.523818 0.534849 0.497693 0.768094 0.783351 0.707885
1407 0.529573 0.527649 0.478958 0.764892 0.783012 0.703590
1570 0.527138 0.517324 0.452170 0.762017 0.780735 0.697870
1750 0.516601 0.506193 0.422514 0.758437 0.775072 0.689399
1950 0.498333 0.493804 0.391131 0.755704 0.766148 0.679302
