n, rho12, rho13, rho14 rho23, rho24, rho34
4 0.736859 0.633815 0.444795 0.508535 0.484812 0.751258
5 0.736962 0.633556 0.442691 0.515966 0.484299 0.774197
7 0.743454 0.642122 0.454957 0.538840 0.495640 0.815389
9 0.755737 0.656624 0.476887 0.566301 0.516324 0.845665
11 0.770375 0.672771 0.501369 0.593915 0.540433 0.867080
13 0.785240 0.689367 0.526153 0.620311 0.565206 0.882789
16 0.806070 0.713515 0.561651 0.656301 0.600450 0.899756
20 0.829692 0.741592 0.602265 0.695846 0.640206 0.914912
23 0.843883 0.758454 0.626717 0.718717 0.663615 0.922877
28 0.861470 0.779601 0.657920 0.746277 0.692407 0.932236
33 0.873608 0.794681 0.680655 0.765011 0.712425 0.938509
38 0.882229 0.805543 0.697390 0.778096 0.726635 0.942835
45 0.890299 0.815827 0.713867 0.790104 0.740095 0.946799
52 0.895277 0.822301 0.724962 0.797465 0.748840 0.949191
60 0.898716 0.826713 0.733394 0.802517 0.755378 0.950710
69 0.900942 0.829468 0.739670 0.805714 0.760123 0.951495
79 0.902260 0.831145 0.744524 0.807602 0.763613 0.951695
91 0.902836 0.832170 0.748615 0.808635 0.766348 0.951335
104 0.902591 0.832506 0.751433 0.808854 0.768085 0.950383
119 0.901493 0.832115 0.752841 0.808171 0.768706 0.948632
135 0.899680 0.831028 0.752612 0.806436 0.767824 0.946092
154 0.896979 0.828986 0.750669 0.803092 0.764830 0.942401
174 0.893800 0.826058 0.747189 0.798345 0.759797 0.937983
198 0.889876 0.821601 0.741545 0.791632 0.752099 0.932288
223 0.885657 0.815971 0.734422 0.783902 0.742961 0.926214
252 0.880381 0.807952 0.724671 0.773944 0.731195 0.919138
285 0.874071 0.796979 0.712280 0.761822 0.717088 0.911284
321 0.867189 0.783180 0.697821 0.748423 0.701878 0.903038
362 0.859595 0.765931 0.680781 0.733390 0.685404 0.894173
407 0.851821 0.746140 0.661795 0.717670 0.668614 0.885311
457 0.844471 0.723983 0.640611 0.701801 0.651647 0.876742
513 0.838593 0.699708 0.617546 0.686473 0.634753 0.869105
575 0.834255 0.673022 0.592990 0.671499 0.618235 0.863114
645 0.830334 0.642772 0.566691 0.655831 0.601690 0.859159
723 0.825633 0.609499 0.538835 0.638878 0.584474 0.857104
809 0.820033 0.574178 0.509768 0.620699 0.565853 0.856640
905 0.813916 0.538535 0.480566 0.602174 0.546079 0.857446
1011 0.808606 0.506286 0.453927 0.585321 0.526672 0.859217
1130 0.804917 0.479234 0.431240 0.570937 0.508515 0.861993
1261 0.803689 0.459312 0.415140 0.558720 0.493110 0.865433
1407 0.805444 0.446574 0.405987 0.547303 0.480232 0.868672
1570 0.809180 0.440561 0.402309 0.535545 0.468031 0.870124
1750 0.813100 0.442740 0.404287 0.527094 0.459132 0.869519
1950 0.816509 0.456058 0.413080 0.528013 0.457998 0.867088
