n, rho12, rho13, rho14 rho23, rho24, rho34
4 0.144560 0.057309 0.261885 0.536185 0.313555 0.023982
5 0.151601 0.042767 0.312480 0.533658 0.320759 -0.012381
7 0.169622 0.022519 0.405389 0.536270 0.333705 -0.059453
9 0.187413 0.011108 0.479658 0.543575 0.343109 -0.083036
11 0.205310 0.008166 0.539746 0.553445 0.352068 -0.090161
13 0.224102 0.014652 0.587083 0.565010 0.362519 -0.083176
16 0.256606 0.042484 0.637769 0.584786 0.383899 -0.049605
20 0.311917 0.109314 0.683981 0.615815 0.427022 0.029772
23 0.360456 0.174707 0.712521 0.642705 0.467717 0.104834
28 0.437756 0.283669 0.753131 0.689698 0.532903 0.225136
33 0.498945 0.370372 0.785277 0.733831 0.582971 0.319206
38 0.549379 0.442995 0.809522 0.775192 0.623660 0.398308
45 0.605393 0.525149 0.834183 0.823720 0.667793 0.486575
52 0.645005 0.581793 0.851595 0.858931 0.697516 0.546862
60 0.677757 0.627783 0.865500 0.887591 0.721208 0.595461
69 0.703361 0.662416 0.876071 0.909222 0.738843 0.631624
79 0.723181 0.688460 0.883615 0.925143 0.752104 0.658490
91 0.739223 0.708884 0.888858 0.937256 0.762656 0.679327
104 0.750244 0.722615 0.891413 0.945282 0.770006 0.693557
119 0.756901 0.731095 0.891516 0.950761 0.774791 0.703285
135 0.758442 0.733811 0.889055 0.953927 0.776521 0.708224
154 0.754671 0.730934 0.883527 0.955469 0.775266 0.709062
174 0.746779 0.723803 0.875740 0.955655 0.771940 0.706959
198 0.736708 0.714876 0.865610 0.955374 0.768388 0.704959
223 0.730301 0.710228 0.856132 0.955696 0.767936 0.707163
252 0.729705 0.712316 0.847523 0.957305 0.771968 0.715653
285 0.733783 0.719560 0.839950 0.959816 0.779551 0.728893
321 0.738615 0.727165 0.832632 0.962196 0.788022 0.742811
362 0.743699 0.734536 0.824968 0.964219 0.797105 0.756845
407 0.749341 0.741880 0.817593 0.965820 0.806377 0.770330
457 0.753729 0.747044 0.809559 0.966664 0.814225 0.781285
513 0.755794 0.748713 0.799943 0.966584 0.819606 0.788528
575 0.754833 0.746236 0.788158 0.965550 0.822133 0.791934
645 0.749129 0.737741 0.772257 0.963182 0.820401 0.790311
723 0.736987 0.721195 0.749952 0.958964 0.812926 0.781899
809 0.716548 0.693989 0.719126 0.952280 0.798950 0.765448
905 0.687554 0.655513 0.679617 0.942875 0.779006 0.741879
1011 0.654375 0.610359 0.636390 0.931626 0.756958 0.716029
1130 0.624550 0.565617 0.597045 0.920181 0.737165 0.693065
1261 0.601233 0.524470 0.566276 0.909712 0.719991 0.673819
1407 0.579086 0.482429 0.539660 0.899510 0.701286 0.653868
1570 0.555059 0.439557 0.510135 0.889922 0.679749 0.632235
1750 0.533329 0.404017 0.478420 0.882387 0.658331 0.611504
1950 0.511242 0.376205 0.442666 0.876975 0.635372 0.589140
